date,difficulty,color,category,word_1,word_2,word_3,word_4
2023-11-23,Hard,Purple,N.B.A. GREATS,BIRD,CURRY,JAMES,JORDAN
2023-11-24,Easiest,Yellow,CRITICIZE,KNOCK,PAN,ROAST,SLAM
2023-11-24,Easy,Green,REALITY SHOWS,ALONE,CATFISH,CHOPPED,SURVIVOR
2023-11-24,Medium,Blue,CAR BRANDS,FIAT,JAGUAR,MINI,RAM
2023-11-24,Hard,Purple,___ PAD,BACHELOR,LILY,MAXI,MOUSE
2023-11-25,Easiest,Yellow,SECLUDED,HIDDEN,PRIVATE,REMOTE,SECRET
2023-11-25,Easy,Green,AGGREGATE SIZE,AMOUNT,NUMBER,QUANTITY,VOLUME
2023-11-25,Medium,Blue,BODIES OF WATER,CANAL,CHANNEL,SOUND,STRAIT
2023-11-25,Hard,Purple,READS THE SAME ROTATED 180°,96,MOW,NOON,SIS
2023-11-26,Easiest,Yellow,MUNICIPALITIES,CITY,COUNTY,TOWN,VILLAGE
2023-11-26,Easy,Green,BLENDER BUTTONS,CHOP,GRIND,PULSE,PUREE
2023-11-26,Medium,Blue,FINANCIAL TERMS,CAPITAL,EQUITY,INTEREST,STOCK
2023-11-26,Hard,Purple,___ LEAGUE,IVY,JUSTICE,LITTLE,PREMIER
2023-11-27,Easiest,Yellow,CARRY A TUNE,HUM,SING,SCAT,WHISTLE
2023-11-27,Easy,Green,WHOLE AMOUNT,COUNT,GROSS,SUM,TOTAL
2023-11-27,Medium,Blue,MOJITO INGREDIENTS,LIME,MINT,RUM,SODA
2023-11-27,Hard,Purple,THINGS THAT ARE “STICKY”,GLUE,GUM,TAPE,STICK
2023-11-28,Easiest,Yellow,ROOMS IN A HOUSE,BEDROOM,DEN,KITCHEN,STUDY
2023-11-28,Easy,Green,LAND SURROUNDED BY WATER,ATOLL,BAR,ISLAND,KEY
2023-11-28,Medium,Blue,FILL TO EXCESS,CRAM,JAM,PACK,STUFF
2023-11-28,Hard,Purple,BEAN ___,BAG,COUNTER,DIP,SPROUT
2023-11-29,Easiest,Yellow,FOOT PARTS,ARCH,BALL,SOLE,TOE
2023-11-29,Easy,Green,MUSICAL INSTRUMENTS,BASS,HARP,HORN,ORGAN
2023-11-29,Medium,Blue,DOG COMMANDS,COME,DOWN,SIT,STAY
2023-11-29,Hard,Purple,BADDIE,DOG,HEEL,JERK,SNAKE
2023-11-30,Easiest,Yellow,AVOID,DODGE,DUCK,ESCAPE,SKIRT
2023-11-30,Easy,Green,HITCHCOCK MOVIES,BIRDS,NOTORIOUS,REBECCA,ROPE
2023-11-30,Medium,Blue,SIDEKICKS,GOOSE,HOBBES,ROBIN,WATSON
2023-11-30,Hard,Purple,___ CHEESE,COTTAGE,CREAM,SAY,STRING
2023-12-01,Easiest,Yellow,PLACES TO SHOP,MALL,MARKET,OUTLET,STORE
2023-12-01,Easy,Green,WAYS TO REMOVE HAIR,SHAVE,THREAD,TWEEZE,WAX
2023-12-01,Medium,Blue,PORTION OF PROFIT,CUT,PIECE,SHARE,TAKE
2023-12-01,Hard,Purple,KINDS OF WRENCHES,ALLEN,CRESCENT,MONKEY,SOCKET
2023-12-02,Easiest,Yellow,CONTAINERS,BASKET,BIN,CHEST,HAMPER
2023-12-02,Easy,Green,CIRCULAR SHAPES,BAND,CIRCLE,HOOP,RING
2023-12-02,Medium,Blue,RESTRICT,CAP,CHECK,CURB,LIMIT
2023-12-02,Hard,Purple,___ JAM,NBA,PAPER,PEARL,TRAFFIC
2023-12-03,Easiest,Yellow,MONTHLY BILLS,CABLE,ELECTRIC,GAS,WATER
2023-12-03,Easy,Green,RELATED TO SOUND/HEARING,ACOUSTIC,AUDITORY,HEARD,SONIC
2023-12-03,Medium,Blue,CONNECT,COUPLE,HITCH,LINK,TIE
2023-12-03,Hard,Purple,EXCITE WITH “UP”,AMP,FIRE,HYPE,PUMP
2023-12-04,Easiest,Yellow,UNIT OF BREAD,BAGUETTE,BUN,LOAF,ROLL
2023-12-04,Easy,Green,ASSURE AS A WIN,CLINCH,GUARANTEE,LOCK,SECURE
2023-12-04,Medium,Blue,SMALL IMPERFECTION,CHIP,MARK,NICK,SCRATCH
2023-12-04,Hard,Purple,HEAD OF ___,HAIR,LETTUCE,STATE,STEAM
2023-12-05,Easiest,Yellow,ENORMOUS,BIG,GIANT,GREAT,HUGE
2023-12-05,Easy,Green,BOOKSTORE SECTIONS,FICTION,HUMOR,POETRY,TRAVEL
2023-12-05,Medium,Blue,TV SHOWS WITH HAPPY-SOUNDING NAMES,CHEERS,EUPHORIA,FELICITY,GLEE
2023-12-05,Hard,Purple,___ CRANE,CONSTRUCTION,FRASIER,PAPER,WHOOPING
2023-12-06,Easiest,Yellow,FOUND ON SHEET MUSIC,CLEF,NOTE,REST,STAFF
2023-12-06,Easy,Green,ZODIAC SYMBOLS,BULL,CRAB,SCALES,TWINS
2023-12-06,Medium,Blue,RECORD LABELS,CAPITOL,COLUMBIA,VIRGIN,ISLAND
2023-12-06,Hard,Purple,ZODIAC SIGN BEGINNINGS,CAN,GEM,LIB,TAU
2023-12-07,Easiest,Yellow,STATE ABBREVIATIONS,HI,LA,MA,OK
2023-12-07,Easy,Green,CABLE CHANNELS,BET,E,HALLMARK,USA
2023-12-07,Medium,Blue,IN THE NATO ALPHABET,ALFA,BRAVO,ROMEO,TANGO
2023-12-07,Hard,Purple,___-___,BOO,POM,TOM,YO
2023-12-08,Easiest,Yellow,DECLINE,EBB,FADE,FLAG,WANE
2023-12-08,Easy,Green,ABSOLUTE,PURE,SHEER,TOTAL,UTTER
2023-12-08,Medium,Blue,EXPRESS,AIR,SPEAK,STATE,VOICE
2023-12-08,Hard,Purple,SUPERHERO LAST NAMES,BANNER,PRINCE,STARK,WAYNE
2023-12-09,Easiest,Yellow,ICE CREAM TREATS,FLOAT,SHAKE,SPLIT,SUNDAE
2023-12-09,Easy,Green,HARDWARE FASTENERS,BOLT,NAIL,RIVET,SCREW
2023-12-09,Medium,Blue,KINDS OF COOKING OIL,CORN,OLIVE,PALM,PEANUT
2023-12-09,Hard,Purple,STICKY ___,FINGERS,NOTE,RICE,WICKET
2023-12-10,Easiest,Yellow,PARTS OF A RIVER,BANK,BED,DELTA,MOUTH
2023-12-10,Easy,Green,SOMETHING EASY TO DO,BREEZE,CINCH,PICNIC,SNAP
2023-12-10,Medium,Blue,WRAP AROUND IN A CIRCLE,COIL,SPIRAL,TWIST,WIND
2023-12-10,Hard,Purple,JUMP INTO THE AIR,BOUND,LEAP,SPRING,VAULT
2023-12-11,Easiest,Yellow,LUXURIOUS FABRICS,CHIFFON,SATIN,SILK,VELVET
2023-12-11,Easy,Green,COME DOWN TO REST,PERCH,ROOST,SETTLE,LAND
2023-12-11,Medium,Blue,SHOE PARTS,EYELET,LACE,SOLE,TONGUE
2023-12-11,Hard,Purple,THINGS THAT ARE DELIVERED,BABY,BLOW,PACKAGE,SPEECH
2023-12-12,Easiest,Yellow,MURKY CONDITION,CLOUD,FOG,HAZE,MIST
2023-12-12,Easy,Green,FOLLOW,SHADOW,TAIL,TRACK,TRAIL
2023-12-12,Medium,Blue,PINBALL MACHINE COMPONENTS,BALL,BUMPER,FLIPPER,PLUNGER
2023-12-12,Hard,Purple,___LAND COUNTRIES,ICE,IRE,FIN,NETHER
2023-12-13,Easiest,Yellow,GOLF COURSE PARTS,BUNKER,FAIRWAY,GREEN,ROUGH
2023-12-13,Easy,Green,“I GIVE!”,ENOUGH,MERCY,STOP,UNCLE
2023-12-13,Medium,Blue,INDECENT,BAWDY,BLUE,COARSE,RISQUE
2023-12-13,Hard,Purple,”-OUGH” WORDS THAT DON’T RHYME,BOUGH,COUGH,DOUGH,TOUGH
2023-12-14,Easiest,Yellow,PESTER,BADGER,BUG,HOUND,NAG
2023-12-14,Easy,Green,SPORTS VENUES,ARENA,BOWL,DOME,FIELD
2023-12-14,Medium,Blue,SEPARATE,DIVIDE,FORK,PART,SPLIT
2023-12-14,Hard,Purple,SILVER ___,FOX,LINING,SCREEN,SPOON
2023-12-15,Easiest,Yellow,CURMUDGEON,CRAB,CRANK,GROUCH,GRUMP
2023-12-15,Easy,Green,GET LOW,CROUCH,DUCK,SQUAT,STOOP
2023-12-15,Medium,Blue,NATIONAL SYMBOLS,ANTHEM,FLAG,MOTTO,SEAL
2023-12-15,Hard,Purple,SWINDLER,CHEAT,CROOK,QUACK,SHARK
2023-12-16,Easiest,Yellow,FARM TOOLS,HOE,PLOW,RAKE,SICKLE
2023-12-16,Easy,Green,SCHEME,PLOT,PLOY,RUSE,TRICK
2023-12-16,Medium,Blue,MAKE HAPPY,AMUSE,DELIGHT,PLEASE,TICKLE
2023-12-16,Hard,Purple,ONOMATOPOEIA,BANG,PLOP,SPLASH,THUD
2023-12-17,Easiest,Yellow,RESERVE FOR LATER,BANK,SAVE,STASH,STORE
2023-12-17,Easy,Green,BOLDNESS FIGURATIVELY,GALL,GUTS,NERVE,STONES
2023-12-17,Medium,Blue,USED TO BUILD A SNOWMAN,CARROT,COAL,SNOW,STICKS
2023-12-17,Hard,Purple,FUNNY ___,BONE,BUSINESS,GIRL,PAGES
2023-12-18,Easiest,Yellow,BRIEF MOMENT,FLASH,JIFFY,SECOND,WINK
2023-12-18,Easy,Green,PRIMARY,CHIEF,FIRST,MAIN,PRINCIPAL
2023-12-18,Medium,Blue,AVENUES IN N.Y.C.,BROADWAY,FIFTH,MADISON,PARK
2023-12-18,Hard,Purple,___ HOUR,AMATEUR,ELEVENTH,HAPPY,RUSH
2023-12-19,Easiest,Yellow,ACCESSORIES,BELT,BRACELET,TIE,WATCH
2023-12-19,Easy,Green,COMEDIAN’S OUTPUT,BIT,JOKE,ROUTINE,SKETCH
2023-12-19,Medium,Blue,ATTRACTION,APPEAL,CHARM,DRAW,PULL
2023-12-19,Hard,Purple,TWO LETTERS + NUMBER,CANINE,FREIGHT,OFTEN,STONE
2023-12-20,Easiest,Yellow,CONTACT VIA PHONE,BUZZ,CALL,DIAL,RING
2023-12-20,Easy,Green,BOOK SECTIONS,APPENDIX,CHAPTER,INDEX,PREFACE
2023-12-20,Medium,Blue,WEE,DINKY,LITTLE,MINUTE,SLIGHT
2023-12-20,Hard,Purple,CARTOON MICE,ITCHY,JERRY,PINKY,SPEEDY
2023-12-21,Easiest,Yellow,SEEN IN A LAUNDRY ROOM,DRYER,HAMPER,IRON,WASHER
2023-12-21,Easy,Green,SHEPHERD,DIRECT,GUIDE,LEAD,STEER
2023-12-21,Medium,Blue,WHAT “I” MIGHT MEAN,IODINE,IOTA,MYSELF,ONE
2023-12-21,Hard,Purple,___ VALLEY,DEATH,HIDDEN,SILICON,UNCANNY
2023-12-22,Easiest,Yellow,CLASSIC HALLOWEEN COSTUMES,ANGEL,CLOWN,PIRATE,WITCH
2023-12-22,Easy,Green,BEE CREATIONS,COMB,HIVE,HONEY,WAX
2023-12-22,Medium,Blue,INTERVAL OF TIME,PERIOD,SPELL,STRETCH,WHILE
2023-12-22,Hard,Purple,ANIMAL HOMOPHONES,DEAR,HAIR,HOARSE,WAIL
2023-12-23,Easiest,Yellow,MEANS OF TRANSPORTATION,BOAT,CAR,PLANE,TRAIN
2023-12-23,Easy,Green,WILLING TO PARTICIPATE,DOWN,GAME,IN,ON BOARD
2023-12-23,Medium,Blue,LITTLE BIT IN A RECIPE,DASH,DROP,PINCH,SPLASH
2023-12-23,Hard,Purple,___BERRY [note no space],BLUE,GOOSE,RASP,STRAW
2023-12-24,Easiest,Yellow,GENTLE,LIGHT,MELLOW,MILD,SOFT
2023-12-24,Easy,Green,CUTS OF PORK,BELLY,CHOP,HOCK,SHOULDER
2023-12-24,Medium,Blue,STATUE OF LIBERTY FEATURES,CROWN,ROBE,TABLET,TORCH
2023-12-24,Hard,Purple,THINGS TO BLOW ON FOR WISHES/LUCK,CANDLE,DANDELION,DICE,EYELASH
2023-12-25,Easiest,Yellow,DARLING,BABY,BOO,DEAR,LOVE
2023-12-25,Easy,Green,BASIC GEOMETRIC OBJECTS,LINE,POINT,RAY,SEGMENT
2023-12-25,Medium,Blue,OOMPH,ENERGY,FIRE,JUICE,ZIP
2023-12-25,Hard,Purple,SECRET ___,AGENT,CODE,SANTA,SAUCE
2023-12-26,Easiest,Yellow,ROAD NAMES,ALLEY,DRIVE,LANE,STREET
2023-12-26,Easy,Green,PAPER IN A BOOK,FOLIO,LEAF,PAGE,SHEET
2023-12-26,Medium,Blue,RESTRAIN,CHECK,CURB,LIMIT,STEM
2023-12-26,Hard,Purple,THINGS YOU CAN DO TO YOUR NOSE,BLOW,HOLD,PICK,THUMB
2023-12-27,Easiest,Yellow,INDICATION OF THINGS TO COME,MESSAGE,OMEN,SIGN,WARNING
2023-12-27,Easy,Green,NAME PREFIXES,GEN,MS,PROF,REV
2023-12-27,Medium,Blue,ART MEDIUMS,CHARCOAL,INK,PAINT,PASTEL
2023-12-27,Hard,Purple,___ PEPPER,BELL,BLACK,DR,GHOST
2023-12-28,Easiest,Yellow,PARTS OF A CAR,BUMPER,HOOD,TIRE,TRUNK
2023-12-28,Easy,Green,MOVE QUICKLY,BOLT,DART,DASH,ZIP
2023-12-28,Medium,Blue,BIRDS,CARDINAL,JAY,LARK,SWIFT
2023-12-28,Hard,Purple,JAZZ LEGENDS,HANCOCK,HOLIDAY,MONK,PARKER
2023-12-29,Easiest,Yellow,SHIRTS,CROP,POLO,TANK,TEE
2023-12-29,Easy,Green,COOL IN ’80S SLANG,BAD,FLY,FRESH,RAD
2023-12-29,Medium,Blue,LETTER SPELLINGS,BEE,EX,GEE,JAY
2023-12-29,Hard,Purple,___ GEORGE,BOY,BY,CURIOUS,SAINT
2023-12-30,Easiest,Yellow,BLACK-AND-WHITE ANIMALS,ORCA,PANDA,SKUNK,ZEBRA
2023-12-30,Easy,Green,SEQUENCE,CHAIN,SERIES,STRING,TRAIN
2023-12-30,Medium,Blue,HETERONYMS,BASS,DOVE,DESERT,WIND
2023-12-30,Hard,Purple,___ TRAP,BEAR,SAND,SPEED,TOURIST
2023-12-31,Easiest,Yellow,ORGANIZATION,CLUB,GROUP,PARTY,TEAM
2023-12-31,Easy,Green,SHARPNESS AS OF AN IMAGE,CLARITY,DEFINITION,DETAIL,RESOLUTION
2023-12-31,Medium,Blue,PLACES IN FRANCE,CHAMPAGNE,DIJON,NICE,TOURS
2023-12-31,Hard,Purple,HAPPY NEW YEAR!,BALL,COUNTDOWN,FIREWORKS,KISS
2024-01-01,Easiest,Yellow,GARDENING NOUNS/VERBS,PLANT,SEED,WATER,WEED
2024-01-01,Easy,Green,KINDS OF SALADS,CAESAR,GREEK,GREEN,WEDGE
2024-01-01,Medium,Blue,CLASSIC GAME SHOWS FAMILIARLY,FEUD,MILLIONAIRE,PYRAMID,WHEEL
2024-01-01,Hard,Purple,W + VOWEL SOUND,WAY,WEE,WHY,WHOA
2024-01-02,Easiest,Yellow,B.L.T. INGREDIENTS,BREAD,BACON,LETTUCE,TOMATO
2024-01-02,Easy,Green,OBSTRUCT,BLOCK,CLOG,JAM,STOP
2024-01-02,Medium,Blue,BASEBALL STATS,DOUBLE,HIT,RUN,WALK
2024-01-02,Hard,Purple,SMALL ___,FRY,TALK,WONDER,WORLD
2024-01-03,Easiest,Yellow,MOVE THROUGH THE AIR,FLOAT,FLY,GLIDE,SOAR
2024-01-03,Easy,Green,HIDDEN LISTENING DEVICES,BUG,MIKE,TAP,WIRE
2024-01-03,Medium,Blue,SELECT AS A BOX ON A FORM,CHECK,MARK,TICK,X
2024-01-03,Hard,Purple,RAPPERS MINUS FIRST LETTER,40,COLE,PAIN,TIP
2024-01-04,Easiest,Yellow,GIFT-GIVING ACCESSORIES,BOW,BOX,CARD,WRAPPING
2024-01-04,Easy,Green,DATING APP ACTIONS,BLOCK,MATCH,MESSAGE,SWIPE
2024-01-04,Medium,Blue,COOL IN SLANG,FIRE,LIT,SICK,TIGHT
2024-01-04,Hard,Purple,LUCKY ___,BREAK,CHARM,DUCK,STRIKE
2024-01-05,Easiest,Yellow,PLAYFULLY BOTHER,JOSH,KID,RIB,TEASE
2024-01-05,Easy,Green,APEX,HEIGHT,MAX,PEAK,TOP
2024-01-05,Medium,Blue,WORDS FOR SPECIFIC QUANTITIES,DOZEN,GROSS,PAIR,SCORE
2024-01-05,Hard,Purple,WHAT “X” MIGHT MEAN,ADULT,KISS,TEN,TIMES
2024-01-06,Easiest,Yellow,STRONG SMELL,FUNK,MUSK,ODOR,TANG
2024-01-06,Easy,Green,MOVE BACK AND FORTH,ROCK,SWAY,SWING,WAVE
2024-01-06,Medium,Blue,THINGS TO PICK,AFRO,BONE,FIGHT,LOCK
2024-01-06,Hard,Purple,___ BALL,CRYSTAL,DISCO,FOUL,GUTTER
2024-01-07,Easiest,Yellow,TECH COMPANIES,ALPHABET,AMAZON,APPLE,META
2024-01-07,Easy,Green,KINDS OF EXAMS,BAR,FINAL,ORAL,PHYSICAL
2024-01-07,Medium,Blue,SOMETHING EXEMPLARY,BEAUTY,GEM,MARVEL,PEACH
2024-01-07,Hard,Purple,___ TOOTH,BABY,EYE,SWEET,WISDOM
2024-01-08,Easiest,Yellow,THINGS THAT ARE ORANGE,BASKETBALL,CARROT,GOLDFISH,PUMPKIN
2024-01-08,Easy,Green,LONG SKINNY OBJECTS,POLE,ROD,STAFF,STICK
2024-01-08,Medium,Blue,SEEN ON A GOLF COURSE,CART,CLUB,HOLE,TEE
2024-01-08,Hard,Purple,SHAPES OF CAPITAL GREEK LETTERS,CIRCLE,HORSESHOE,PITCHFORK,TRIANGLE
2024-01-09,Easiest,Yellow,CLEANING SUPPLIES,BROOM,MOP,RAG,SPONGE
2024-01-09,Easy,Green,ELEMENTS OF COOKING PER SAMIN NOSRAT,SALT,FAT,ACID,HEAT
2024-01-09,Medium,Blue,THINGS THAT MAKE YOU SNEEZE,DUST,PEPPER,POLLEN,SMOKE
2024-01-09,Hard,Purple,TITULAR FICTIONAL DETECTIVES,MAGNUM,MONK,SHAFT,TRACY
2024-01-10,Easiest,Yellow,BIT OF MAGIC,CHARM,CURSE,HEX,SPELL
2024-01-10,Easy,Green,FOUND AROUND A FIREPLACE,FLUE,GRATE,LOG,POKER
2024-01-10,Medium,Blue,THINGS SEEN AT A CASINO,CARDS,CHIPS,DICE,SLOTS
2024-01-10,Hard,Purple,WAYS TO PREPARE CHEESE,CRUMBLE,MELT,SHRED,SLICE
2024-01-11,Easiest,Yellow,STATES OF MATTER,GAS,LIQUID,PLASMA,SOLID
2024-01-11,Easy,Green,ALL-TIMER,GREAT,HERO,ICON,LEGEND
2024-01-11,Medium,Blue,“PH” WORDS THAT ALSO WORK WITH “F”,PHAT,PHEW,PHILLY,PHISH
2024-01-11,Hard,Purple,___ PITCH,ELEVATOR,FEVER,PERFECT,SALES
2024-01-12,Easiest,Yellow,TOPIC OF DISCUSSION,ISSUE,MATTER,POINT,SUBJECT
2024-01-12,Easy,Green,SECTION OF ONE’S LIFE,CHAPTER,PERIOD,PHASE,STAGE
2024-01-12,Medium,Blue,PARTS OF A CAR INFORMALLY,DASH,SHOCK,TANK,WHEEL
2024-01-12,Hard,Purple,COLOR HOMOPHONES,BLEW,CHORAL,READ,ROWS
2024-01-13,Easiest,Yellow,CREDENTIALS FOR ENTRY,BADGE,INVITE,PASS,TICKET
2024-01-13,Easy,Green,PRESIDE OVER,CHAIR,DIRECT,LEAD,RUN
2024-01-13,Medium,Blue,AMERICAN FOOTBALL POSITIONS,CENTER,END,SAFETY,TACKLE
2024-01-13,Hard,Purple,POSTPONE,HOLD,PUNT,STALL,TABLE
2024-01-14,Easiest,Yellow,THINGS TO PAY,BILL,CHECK,INVOICE,TAB
2024-01-14,Easy,Green,THIEVE,PINCH,ROB,STEAL,SWIPE
2024-01-14,Medium,Blue,MALE ANIMALS,BUCK,BULL,JACK,TOM
2024-01-14,Hard,Purple,LEGWEAR IN THE SINGULAR,JEAN,PANT,SHORT,TIGHT
2024-01-15,Easiest,Yellow,LIST OF CANDIDATES,BALLOT,ROSTER,SLATE,TICKET
2024-01-15,Easy,Green,PROTECTIVE BARRIER,BUFFER,CUSHION,PAD,SHIELD
2024-01-15,Medium,Blue,MEDICINE FORMATS,CAPSULE,CREAM,SYRUP,TABLET
2024-01-15,Hard,Purple,PEA ___,COAT,GREEN,POD,SOUP
2024-01-16,Easiest,Yellow,DECEIVE,CON,DUPE,FOOL,TRICK
2024-01-16,Easy,Green,INSIDE INFO,DOPE,SCOOP,SKINNY,WORD
2024-01-16,Medium,Blue,TILT TO ONE SIDE,CANT,LEAN,LIST,SLOPE
2024-01-16,Hard,Purple,WORDS SPELLED WITH AN UPSIDE-DOWN CALCULATOR,BOOB,EGGSHELL,GIGGLE,HELLO
2024-01-17,Easiest,Yellow,DATA SET DATA,MEAN,MEDIAN,MODE,RANGE
2024-01-17,Easy,Green,CHEMISTRY TERMS,BASE,BOND,ELEMENT,SOLUTION
2024-01-17,Medium,Blue,ADJECTIVE INTENSIFIERS,AWFUL,PRETTY,RATHER,REAL
2024-01-17,Hard,Purple,RADIO HALL OF FAME MEMBERS,GLASS,GROSS,KING,STERN
2024-01-18,Easiest,Yellow,SHOW OFF,GRANDSTAND,PEACOCK,POSTURE,STRUT
2024-01-18,Easy,Green,FOREMOST,MAIN,PARAMOUNT,PRIME,SUPREME
2024-01-18,Medium,Blue,COLORS IN BRAZIL’S FLAG,BLUE,GREEN,WHITE,YELLOW
2024-01-18,Hard,Purple,___ LETTER,CHAIN,COVER,LOVE,SCARLET
2024-01-19,Easiest,Yellow,SUNDAE TOPPINGS,CHERRY,FUDGE,NUTS,SPRINKLES
2024-01-19,Easy,Green,LEAVE HIGH AND DRY,DESERT,DITCH,MAROON,STRAND
2024-01-19,Medium,Blue,“PHOOEY!”,CURSES,DARN,RATS,SHOOT
2024-01-19,Hard,Purple,WORDS IN TONGUE TWISTERS,FUZZY,PEPPERS,SEASHELLS,WOODCHUCK
2024-01-20,Easiest,Yellow,DECLINE,DIP,DROP,FALL,SINK
2024-01-20,Easy,Green,MOVE WITH SPEED,BLAZE,FLY,RACE,TEAR
2024-01-20,Medium,Blue,KINDS OF DANCE,MODERN,SALSA,SWING,TAP
2024-01-20,Hard,Purple,BABY ___,BOOM,CARROT,SHOWER,TALK
2024-01-21,Easiest,Yellow,RIP OFF,FLEECE,HOSE,ROB,STIFF
2024-01-21,Easy,Green,THINGS MADE OF WAX,CANDLE,CRAYON,HONEYCOMB,SEAL
2024-01-21,Medium,Blue,PARTS OF AN AIRPLANE,CABIN,ENGINE,NOSE,WING
2024-01-21,Hard,Purple,UNITS OF VEGETABLES,BULB,EAR,HEAD,STALK
2024-01-22,Easiest,Yellow,SYMBOLIC RODS,BATON,SCEPTER,STAFF,WAND
2024-01-22,Easy,Green,DENTAL TERMS,CAVITY,CROWN,FILLING,PLAQUE
2024-01-22,Medium,Blue,RUBBER STAMP WORDS,APPROVED,PAID,URGENT,VOID
2024-01-22,Hard,Purple,___ YEAR,GAP,LEAP,LIGHT,SCHOOL
2024-01-23,Easiest,Yellow,BRING INTO BEING,COIN,CREATE,DEVISE,INVENT
2024-01-23,Easy,Green,EXCELLENT,FINE,PRIME,QUALITY,STERLING
2024-01-23,Medium,Blue,SYMBOLS ABOVE NUMBERS ON A KEYBOARD,AT,DOLLAR,PERCENT,POUND
2024-01-23,Hard,Purple,PASS THE ___,BAR,BUCK,TIME,TORCH
2024-01-24,Easiest,Yellow,SMARTPHONE FEATURES BEGINNING WITH “C”,CALCULATOR,CALENDAR,CAMERA,CLOCK
2024-01-24,Easy,Green,PARTS OF THE EYE,CONE,IRIS,LENS,PUPIL
2024-01-24,Medium,Blue,FAMILIAL NICKNAMES,DADA,GRAMMY,MUM,POPPY
2024-01-24,Hard,Purple,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,EXPOSE,PATE,RESUME,ROSE
2024-01-25,Easiest,Yellow,OF-THE-MOMENT,BIG,HOT,IN,POPULAR
2024-01-25,Easy,Green,PICTOGRAPH,CHARACTER,GLYPH,ICON,SYMBOL
2024-01-25,Medium,Blue,IMPOSE AS A PENALTY,ASSESS,CHARGE,FINE,LEVY
2024-01-25,Hard,Purple,WORDS BEGINNING WITH BODY PARTS,HANDSOME,HIPPO,LEGEND,LIPID
2024-01-26,Easiest,Yellow,BASEBALL EQUIPMENT,BALL,BASE,BAT,GLOVE
2024-01-26,Easy,Green,HARD HIT,BLOW,LICK,SOCK,STRIKE
2024-01-26,Medium,Blue,ORIGINAL MONOPOLY TOKENS,BOOT,IRON,THIMBLE,TOP HAT
2024-01-26,Hard,Purple,___ BUNNY,BAD,BUGS,DUST,HONEY
2024-01-27,Easiest,Yellow,HURT,ACHE,BURN,SMART,STING
2024-01-27,Easy,Green,LOOK AFTER,GUARD,MIND,TEND,WATCH
2024-01-27,Medium,Blue,SOUGHT AFTER IN “THE WIZARD OF OZ”,BRAIN,COURAGE,HEART,HOME
2024-01-27,Hard,Purple,SILENT “W”,ANSWER,TWO,WRIST,WRONG
2024-01-28,Easiest,Yellow,HIGHEST POINT,CREST,PEAK,SUMMIT,VERTEX
2024-01-28,Easy,Green,“CAN I GET YOUR ___?” (PHONE INFO REQUEST),CELL,CONTACT,DIGITS,NUMBER
2024-01-28,Medium,Blue,MODIFIERS MEANING “SMALL”,BABY,MINI,POCKET,TOY
2024-01-28,Hard,Purple,INSIDE A SCRABBLE BOX,BAG,BOARD,RACKS,TILES
2024-01-29,Easiest,Yellow,DO SOME MARKETING FOR,PITCH,PLUG,PROMOTE,PUSH
2024-01-29,Easy,Green,ROMANTIC TWOSOME,COUPLE,ITEM,PAIR,THING
2024-01-29,Medium,Blue,TENNIS SCORING TERMS,AD,ALL,DEUCE,LOVE
2024-01-29,Hard,Purple,WORDS WITH “FRUIT”,BREAD,DRAGON,JACK,PASSION
2024-01-30,Easiest,Yellow,HIT HARD,BANG,HAMMER,POUND,SLAM
2024-01-30,Easy,Green,NEWSPAPER NAMES,CHRONICLE,HERALD,REGISTER,SUN
2024-01-30,Medium,Blue,CRESCENT-SHAPED THINGS,BANANA,CROISSANT,MOON,SICKLE
2024-01-30,Hard,Purple,POWER-UPS IN SUPER MARIO WORLD,FEATHER,FLOWER,MUSHROOM,STAR
2024-01-31,Easiest,Yellow,MERRIMENT,CHEER,GLEE,FESTIVITY,MIRTH
2024-01-31,Easy,Green,BOOKED FOR A WEDDING,BAND,CATERER,FLORIST,OFFICIANT
2024-01-31,Medium,Blue,RHYMES,CHOIR,FIRE,LIAR,FRYER
2024-01-31,Hard,Purple,___ PIT,BARBECUE,ORCHESTRA,SNAKE,TAR
2024-02-01,Easiest,Yellow,MAKE SHORTER,CLIP,CUT,PARE,TRIM
2024-02-01,Easy,Green,MUSCULAR,BUILT,JACKED,RIPPED,SWOLE
2024-02-01,Medium,Blue,ENTHUSIAST,BUFF,FAN,LOVER,NUT
2024-02-01,Hard,Purple,WRINKLY THINGS,BRAIN,PRUNE,PUG,WALNUT
2024-02-02,Easiest,Yellow,TIME OFF,BREAK,HOLIDAY,LEAVE,RECESS
2024-02-02,Easy,Green,FEATURES OF A BELT,BUCKLE,HOLE,LOOP,STRAP
2024-02-02,Medium,Blue,HOMOPHONES,HOLEY,HOLI,HOLY,WHOLLY
2024-02-02,Hard,Purple,___WOOD,DOG,DRIFT,HOLLY,SANDAL
2024-02-03,Easiest,Yellow,COMMERCIAL ORGANIZATION,AGENCY,COMPANY,ENTERPRISE,FIRM
2024-02-03,Easy,Green,FARM FIXTURES,COOP,PEN,STABLE,STY
2024-02-03,Medium,Blue,CLASSIC DOG NAMES,FLUFFY,REX,ROVER,SPOT
2024-02-03,Hard,Purple,COLORS MINUS THEIR FIRST LETTERS,INK,LACK,OLD,RANGE
