artist,song_title,lyric_with_blank,answer,full_lyric,difficulty,tag
Arctic Monkeys,Potion Approaching,Would you like me to _____ you a go-kart?,BUILD,Would you like me to build you a go-kart?,Extreme,AM Core
Arctic Monkeys,Library Pictures,I'm in a _____,VEST,I'm in a vest,Extreme,AM Core
Arctic Monkeys,One Point Perspective,Dancing in my underpants I'm gonna run for _____,GOVERNMENT,Dancing in my underpants I'm gonna run for government,Medium,AM Modern
Arctic Monkeys,Tranquility Base Hotel & Casino,_____ in the day spa filling out the information form,JESUS,Jesus in the day spa filling out the information form,Hard,AM Modern
Arctic Monkeys,American Sports,Emergency _____ pack Just in time for my weekly chat,BATTERY,Emergency battery pack Just in time for my weekly chat,Hard,AM Modern
Arctic Monkeys,Golden Trunks,The _____ of the night-shift,KING,The king of the night-shift,Extreme,AM Modern
Arctic Monkeys,She Looks Like Fun,_____,CHEESEBURGER,Cheeseburger,Extreme,AM Modern
Arctic Monkeys,The Ultracheese,I've done some things that I _____ have done,SHOULDNT,I've done some things that I shouldn't have done,Medium,AM Modern
Arctic Monkeys,I Ain't Quite Where I Think I Am,_____ keyboard patches,FREAKY,Freaky keyboard patches,Hard,AM Modern
Arctic Monkeys,Sculptures of Anything Goes,Blank _____ white noise,CANVAS,Blank canvas white noise,Hard,AM Modern
Arctic Monkeys,Jet Skis on the Moat,Is there something on your _____?,MIND,Is there something on your mind?,Extreme,AM Modern
Arctic Monkeys,Big Ideas,The _____ got us all surrounded,ORCHESTRAS,The orchestra's got us all surrounded,Hard,AM Modern
Arctic Monkeys,Hello You,I could pass for 17 if I just had a _____,SHAVE,I could pass for 17 if I just had a shave,Hard,AM Modern
Arctic Monkeys,Mr Schwartz,A little bit of Mr. Schwartz in the _____ of a dream,MIDDLE,A little bit of Mr. Schwartz in the middle of a dream,Extreme,AM Modern
Arctic Monkeys,Perfect Sense,And if that's what it takes to say _____,GOODNIGHT,And if that's what it takes to say goodnight,Medium,AM Modern
Arctic Monkeys,Stickin To The Floor,Not one of you has got an ounce of _____ in ya,STYLE,Not one of you has got an ounce of style in ya,Hard,AM B-Side
Arctic Monkeys,Matador,The circle of _____,SNAKES,The circle of snakes,Extreme,AM B-Side
Arctic Monkeys,Nettles,He's got a head like a _____,NETTLE,He's got a head like a nettle,Extreme,AM B-Side
Arctic Monkeys,Joining the Dots,If you're gonna try and walk on _____,WATER,If you're gonna try and walk on water,Extreme,AM B-Side
Arctic Monkeys,The Afternoon's Hat,Watching his exit was like _____ off the ferry,FALLING,Watching his exit was like falling off the ferry,Extreme,AM B-Side
Arctic Monkeys,Fright Lined Dining Room,The clock's on the _____ They're not working at all,WALL,The clock's on the wall They're not working at all,Extreme,AM B-Side
Arctic Monkeys,Don't Forget Whose Legs You're On,The sky's a pale blue _____,ORCHID,The sky's a pale blue orchid,Extreme,AM B-Side
Arctic Monkeys,Plastic Tramp,He's a _____ tramp,PLASTIC,He's a plastic tramp,Extreme,AM B-Side
Arctic Monkeys,Red Lights Indicate Doors Are Secure,I've been for breakfast at the Heartbreak _____,HOTEL,I've been for breakfast at the Heartbreak Hotel,Medium,AM Core
Arctic Monkeys,Riot Van,And you're starting to _____ me baby,BORE,And you're starting to bore me baby,Medium,AM Core
Arctic Monkeys,From the Ritz to the Rubble,Well the morning was _____ where there were tears on the steering wheel,COMPLETE,Well the morning was complete where there were tears on the steering wheel,Hard,AM Core
Arctic Monkeys,D Is For Dangerous,He _____ what he wanted and he went out and got it,KNEW,He knew what he wanted and he went out and got it,Medium,AM Core
Arctic Monkeys,Balaclava,It's the same old _____,STORY,It's the same old story,Hard,AM Core
Arctic Monkeys,The Bad Thing,Do the Macarena in the _____ lair,DEVILS,Do the Macarena in the Devil's lair,Extreme,AM Core
Arctic Monkeys,Old Yellow Bricks,Houdini love you don't know what you're _____ away from,RUNNING,Houdini love you don't know what you're running away from,Medium,AM Core
Arctic Monkeys,She's Thunderstorms,Lying on her front up _____ the wall,AGAINST,Lying on her front up against the wall,Medium,AM Core
Arctic Monkeys,Reckless Serenade,When she laughs the heavens hum A _____ gun lullaby,STUN,When she laughs the heavens hum A stun gun lullaby,Hard,AM Core
Arctic Monkeys,Brianstorm,Top _____ for not trying,MARKS,Top marks for not trying,Easy,AM Core
Arctic Monkeys,My Propeller,_____ the beak of a bald eagle,BORROW,Borrow the beak of a bald eagle,Hard,AM Core
Arctic Monkeys,Black Treacle,You look like you've been for _____ at the Heartbreak Hotel,BREAKFAST,You look like you've been for breakfast at the Heartbreak Hotel,Medium,AM Core
Arctic Monkeys,Suck It And See,You're rarer than a can of _____ and Burdock,DANDELION,You're rarer than a can of Dandelion and Burdock,Medium,AM Core
Arctic Monkeys,One For The Road,So we all go back to yours and you _____ me solve my problems,HELP,So we all go back to yours and you help me solve my problems,Medium,AM Core
Arctic Monkeys,Arabella,Wraps her lips _____ a Mexican Coke,AROUND,Wraps her lips around a Mexican Coke,Hard,AM Core
Arctic Monkeys,Fireside,And I can't _____ to make it through the day without thinking of you lately,MANAGE,And I can't manage to make it through the day without thinking of you lately,Hard,AM Core
Arctic Monkeys,Knee Socks,When the zero _____ comes a-knocking,LINE,When the zero line comes a-knocking,Hard,AM Core
Arctic Monkeys,Science Fiction,I've got the world on a _____,WIRE,I've got the world on a wire,Hard,AM Modern
Arctic Monkeys,Star Treatment,Maybe I was a _____ too wild in the 70s,LITTLE,Maybe I was a little too wild in the 70s,Hard,AM Modern
Arctic Monkeys,One Point Perspective,I've been _____ of things that I shouldn't have been,THINKING,I've been thinking of things that I shouldn't have been,Medium,AM Modern
Arctic Monkeys,American Sports,The training is over and the _____ stuff begins,REAL,The training is over and the real stuff begins,Hard,AM Modern
Arctic Monkeys,The Car,_____ about how it used to be,THINKING,Thinking about how it used to be,Hard,AM Modern
Arctic Monkeys,Body Paint,Straight from the _____ of a magazine,COVER,Straight from the cover of a magazine,Hard,AM Modern
Arctic Monkeys,Mr Schwartz,He's got the _____ on a string,WORLD,He's got the world on a string,Extreme,AM Modern
Arctic Monkeys,Big Ideas,The band was f-ing _____ and I'm not sorry,WANK,The band was f-ing wank and I'm not sorry,Hard,AM Modern
Arctic Monkeys,Hello You,I could pass for 17 if I just had a _____,SHAVE,I could pass for 17 if I just had a shave,Hard,AM Modern
Arctic Monkeys,Perfect Sense,And if that's what it takes to say _____,GOODNIGHT,And if that's what it takes to say goodnight,Medium,AM Modern
Arctic Monkeys,Da Frame 2R,I'm the king of the _____,ROAD,I'm the king of the road,Extreme,AM B-Side
Arctic Monkeys,Sketchead,He's a sketch _____,HEAD,He's a sketch head,Extreme,AM B-Side
Arctic Monkeys,Too Much To Ask,The best you ever had is just a _____,MEMORY,The best you ever had is just a memory,Hard,AM B-Side
Arctic Monkeys,Temptation Greets You Like Your Naughty Friend,A bit of a mess but I'm _____ there,GETTING,A bit of a mess but I'm getting there,Hard,AM B-Side
Arctic Monkeys,What If You Were Right The First Time?,I'm not _____ if I want to know,SURE,I'm not sure if I want to know,Extreme,AM B-Side
Arctic Monkeys,7,I'm the _____ of the world,KING,I'm the king of the world,Extreme,AM B-Side
Arctic Monkeys,Baby I'm Yours,I'll be yours until the _____ fall from the sky,STARS,I'll be yours until the stars fall from the sky,Medium,AM B-Side
Arctic Monkeys,Bad Woman,She's a bad woman but I _____ her,LOVE,She's a bad woman but I love her,Extreme,AM B-Side
Arctic Monkeys,Cigarette Smoker Fiona,I'm a cigarette smoker _____,FIONA,I'm a cigarette smoker Fiona,Hard,AM B-Side
Arctic Monkeys,Electricity,_____ the one for me,YOURE,You're the one for me,Extreme,AM B-Side
Arctic Monkeys,Nettles,He's got a head like a _____,NETTLE,He's got a head like a nettle,Extreme,AM B-Side
Arctic Monkeys,Red Right Hand,He's got a red _____ hand,RIGHT,He's got a red right hand,Hard,AM B-Side
Arctic Monkeys,Stop The World I Wanna Get Off With You,I'm trying to _____ your mind,CHANGE,I'm trying to change your mind,Hard,AM B-Side
Arctic Monkeys,You're So Dark,I saw you _____ your Prius,DRIVING,I saw you driving your Prius,Extreme,AM B-Side
Arctic Monkeys,The Afternoon's Hat,_____ his exit was like falling off the ferry,WATCHING,Watching his exit was like falling off the ferry,Extreme,AM B-Side
Arctic Monkeys,Joining the Dots,If you're gonna try and walk on _____,WATER,If you're gonna try and walk on water,Extreme,AM B-Side
Arctic Monkeys,Don't Forget Whose Legs You're On,The _____ a pale blue orchid,SKYS,The sky's a pale blue orchid,Extreme,AM B-Side
Arctic Monkeys,Fright Lined Dining Room,The _____ on the wall,CLOCKS,The clock's on the wall,Extreme,AM B-Side
Arctic Monkeys,Little Illusion Machine,I'm a little illusion _____,MACHINE,I'm a little illusion machine,Extreme,AM B-Side
Arctic Monkeys,Matador,The _____ of snakes,CIRCLE,The circle of snakes,Extreme,AM B-Side
Arctic Monkeys,Anyways,I'm just _____ about you,THINKING,I'm just thinking about you,Hard,AM Modern
Arctic Monkeys,The Ultracheese,I've done some things that I _____ have done,SHOULDNT,I've done some things that I shouldn't have done,Medium,AM Modern
Arctic Monkeys,Science Fiction,I've got the _____ on a wire,WORLD,I've got the world on a wire,Hard,AM Modern
Arctic Monkeys,One Point Perspective,Dancing in my _____,UNDERPANTS,Dancing in my underpants,Medium,AM Modern
Arctic Monkeys,American Sports,_____ battery pack,EMERGENCY,Emergency battery pack,Hard,AM Modern
Arctic Monkeys,Golden Trunks,The king of the _____-shift,NIGHT,The king of the night-shift,Extreme,AM Modern
Arctic Monkeys,Star Treatment,I just wanted to be one of the _____,STROKES,I just wanted to be one of the Strokes,Hard,AM Modern
Arctic Monkeys,Four Out Of Five,I put a _____ on the roof,TAQUERIA,I put a taqueria on the roof,Hard,AM Modern
Arctic Monkeys,There'd Better Be a Mirrorball,Don't get _____ that ain't like you,EMOTIONAL,Don't get emotional that ain't like you,Medium,AM Modern
Arctic Monkeys,Body Paint,There's still a _____ of body paint on your legs and on your arms,TRACE,There's still a trace of body paint on your legs and on your arms,Hard,AM Modern
Arctic Monkeys,The Car,_____ about how it used to be,THINKING,Thinking about how it used to be,Hard,AM Modern
Arctic Monkeys,Big Ideas,The _____ got us all surrounded,ORCHESTRAS,The orchestra's got us all surrounded,Hard,AM Modern
Arctic Monkeys,Hello You,I could _____ for 17 if I just had a shave,PASS,I could pass for 17 if I just had a shave,Hard,AM Modern
Arctic Monkeys,Mr Schwartz,A _____ bit of Mr. Schwartz in the middle of a dream,LITTLE,A little bit of Mr. Schwartz in the middle of a dream,Extreme,AM Modern
Arctic Monkeys,Perfect Sense,And if that's what it takes to say _____,GOODNIGHT,And if that's what it takes to say goodnight,Medium,AM Modern
Arctic Monkeys,Stickin To The Floor,Not one of you has got an ounce of _____ in ya,STYLE,Not one of you has got an ounce of style in ya,Hard,AM B-Side
Arctic Monkeys,Despair in the Departure Lounge,She's got her hands in her _____ and she's looking at her feet,POCKETS,She's got her hands in her pockets and she's looking at her feet,Hard,AM Deep Cut
Arctic Monkeys,Why'd You Only Call Me When You're High?,Now it's three in the morning and I'm trying to _____ your mind,CHANGE,Now it's three in the morning and I'm trying to change your mind,Easy,AM Core
Arctic Monkeys,Do I Wanna Know?,Been wondering if your _____ still open,HEARTS,Been wondering if your heart's still open,Easy,AM Core
Arctic Monkeys,R U Mine?,She's a silver _____ climbing on my desire,LINING,She's a silver lining climbing on my desire,Medium,AM Core
Arctic Monkeys,505,I _____ completely when you cry,CRUMBLE,I crumble completely when you cry,Easy,AM Core
Arctic Monkeys,Fluorescent Adolescent,The _____ you ever had is just a memory,BEST,The best you ever had is just a memory,Easy,AM Core
Arctic Monkeys,Mardy Bum,I've seen your frown and it's like _____ down the barrel of a gun,LOOKING,I've seen your frown and it's like looking down the barrel of a gun,Easy,AM Core
Arctic Monkeys,Arabella,The horizon tries but it's just not as kind on the _____,EYES,The horizon tries but it's just not as kind on the eyes,Medium,AM Core
Arctic Monkeys,Cornerstone,I saw your sister in the _____,CORNERSTONE,I saw your sister in the Cornerstone,Medium,AM Core
Arctic Monkeys,Crying Lightning,Your past times consisted of the strange and _____ and deranged,TWISTED,Your past times consisted of the strange and twisted and deranged,Hard,AM Core
Arctic Monkeys,Snap Out Of It,Under a spell you're _____,HYPNOTIZED,Under a spell you're hypnotized,Medium,AM Core
Arctic Monkeys,No. 1 Party Anthem,It's not like I'm _____ in love,FALLING,It's not like I'm falling in love,Hard,AM Core
Arctic Monkeys,Fireside,There's all these secrets that I _____ keep,CANT,There's all these secrets that I can't keep,Hard,AM Core
Arctic Monkeys,A Certain Romance,Perhaps fuck off might be too _____,KIND,Perhaps fuck off might be too kind,Hard,AM Core
Arctic Monkeys,Teddy Picker,Who'd _____ to be men of the people when there's people like you?,WANT,Who'd want to be men of the people when there's people like you?,Hard,AM Core
Arctic Monkeys,Crying Lightning,Your _____ times consisted of the strange and twisted and deranged,PAST,Your past times consisted of the strange and twisted and deranged,Hard,AM Core
Arctic Monkeys,Brianstorm,Top _____ for not trying,MARKS,Top marks for not trying,Easy,AM Core
Arctic Monkeys,Star Treatment,I just _____ to be one of the Strokes,WANTED,I just wanted to be one of the Strokes,Hard,AM Modern
Arctic Monkeys,Four Out Of Five,I put a _____ on the roof,TAQUERIA,I put a taqueria on the roof,Hard,AM Modern
Arctic Monkeys,There'd Better Be a Mirrorball,Don't get _____ that ain't like you,EMOTIONAL,Don't get emotional that ain't like you,Medium,AM Modern
Arctic Monkeys,Body Paint,There's still a _____ of body paint on your legs and on your arms,TRACE,There's still a trace of body paint on your legs and on your arms,Hard,AM Modern
Arctic Monkeys,The Car,_____ about how it used to be,THINKING,Thinking about how it used to be,Hard,AM Modern
Arctic Monkeys,Big Ideas,The orchestra's got us all _____,SURROUNDED,The orchestra's got us all surrounded,Hard,AM Modern
Arctic Monkeys,Hello You,I could _____ for 17 if I just had a shave,PASS,I could pass for 17 if I just had a shave,Hard,AM Modern
Arctic Monkeys,Mr Schwartz,A little bit of Mr. Schwartz in the _____ of a dream,MIDDLE,A little bit of Mr. Schwartz in the middle of a dream,Extreme,AM Modern
Arctic Monkeys,Perfect Sense,And if that's what it takes to say _____,GOODNIGHT,And if that's what it takes to say goodnight,Medium,AM Modern
Arctic Monkeys,Stop The World I Wanna Get Off With You,I'm _____ to change your mind,TRYING,I'm trying to change your mind,Hard,AM B-Side
Arctic Monkeys,You're So Dark,I saw you driving your _____,PRIUS,I saw you driving your Prius,Extreme,AM B-Side
Arctic Monkeys,The Bakery,I'm sorry I was late I missed the _____,TRAIN,I'm sorry I was late I missed the train,Extreme,AM B-Side
Arctic Monkeys,Despair in the Departure Lounge,She's got her _____ in her pockets and she's looking at her feet,HANDS,She's got her hands in her pockets and she's looking at her feet,Hard,AM Deep Cut
Arctic Monkeys,No Buses,An _____ in your soul and you can't tell them why,ACHE,An ache in your soul and you can't tell them why,Hard,AM B-Side
Arctic Monkeys,Leave Before The Lights Come On,How can you wake up with _____ you don't love?,SOMEONE,How can you wake up with someone you don't love?,Medium,AM Single
Arctic Monkeys,Secret Door,Fools on parade _____ and fuck about,FROLIC,Fools on parade frolic and fuck about,Hard,AM Core
Arctic Monkeys,The Hellcat Spangled Shalalala,Her steady hands may well have done the devil's _____,PEDICURE,Her steady hands may well have done the devil's pedicure,Hard,AM Core
Arctic Monkeys,Piledriver Waltz,If you're gonna try and walk on water make sure you _____ your comfortable shoes,WEAR,If you're gonna try and walk on water make sure you wear your comfortable shoes,Medium,AM Core
Arctic Monkeys,Pretty Visitors,All the pretty visitors came and _____ their arms,WAVED,All the pretty visitors came and waved their arms,Hard,AM Core
Arctic Monkeys,Dance Little Liar,Have you got _____ bones?,ITCHY,Have you got itchy bones?,Hard,AM Core
Arctic Monkeys,The Jeweller's Hands,Watching his exit was like falling off the _____ in the night,FERRY,Watching his exit was like falling off the ferry in the night,Extreme,AM Core
Arctic Monkeys,Evil Twin,He's the _____ of the keys and he's gonna let me in,KEEPER,He's the keeper of the keys and he's gonna let me in,Hard,AM B-Side
Arctic Monkeys,Blond-O-Sonic Shimmer Trap,She _____ like fun,LOOKS,She looks like fun,Extreme,AM B-Side
Arctic Monkeys,Science Fiction,Mass panic on a not too distant _____ colony,FUTURE,Mass panic on a not too distant future colony,Hard,AM Modern
Arctic Monkeys,One for the Road,One for the _____ ooh,ROAD,One for the road ooh,Easy,AM Core
Arctic Monkeys,Fake Tales of San Francisco,You're not from New York City you're from _____,ROTHERHAM,You're not from New York City you're from Rotherham,Medium,AM Core
Arctic Monkeys,The View From The Afternoon,_____ has the habit to set you up,ANTICIPATION,Anticipation has the habit to set you up,Medium,AM Core
Arctic Monkeys,When The Sun Goes Down,And he told Roxanne to put on her red _____,LIGHT,And he told Roxanne to put on her red light,Medium,AM Core
Arctic Monkeys,Only Ones Who Know,And I hope you're holding hands by New _____ Eve,YEARS,And I hope you're holding hands by New Year's Eve,Hard,AM Core
Arctic Monkeys,Do Me a Favour,To tear apart the _____ that bind perhaps fuck off might be too kind,TIES,To tear apart the ties that bind perhaps fuck off might be too kind,Hard,AM Core
Arctic Monkeys,If You Were There Beware,The circle of _____ with their minds on the prize,SNAKES,The circle of snakes with their minds on the prize,Extreme,AM Core
Arctic Monkeys,Batphone,I've _____ the glow of your low beams numerous times,RECOGNIZED,I've recognized the glow of your low beams numerous times,Extreme,AM Modern
Arctic Monkeys,I Wanna Be Yours,Secrets I have held in my heart are _____ to hide than I thought,HARDER,Secrets I have held in my heart are harder to hide than I thought,Easy,AM Core
Arctic Monkeys,Knee Socks,You got your knee _____ on and you're lookin' like you like the help,SOCKS,You got your knee socks on and you're lookin' like you like the help,Medium,AM Core
Arctic Monkeys,Potion Approaching,Would you like me to build you a go-_____?,KART,Would you like me to build you a go-kart?,Extreme,AM Core
Arctic Monkeys,Library Pictures,I'm in a _____,VEST,I'm in a vest,Extreme,AM Core
Arctic Monkeys,One Point Perspective,_____ in my underpants I'm gonna run for government,DANCING,Dancing in my underpants I'm gonna run for government,Medium,AM Modern
Arctic Monkeys,Tranquility Base Hotel & Casino,Jesus in the day spa filling out the information _____,FORM,Jesus in the day spa filling out the information form,Hard,AM Modern
Arctic Monkeys,American Sports,Emergency battery pack Just in _____ for my weekly chat,TIME,Emergency battery pack Just in time for my weekly chat,Hard,AM Modern
Arctic Monkeys,Golden Trunks,The king of the night-_____,SHIFT,The king of the night-shift,Extreme,AM Modern
Arctic Monkeys,She Looks Like Fun,_____,CHEESEBURGER,Cheeseburger,Extreme,AM Modern
Arctic Monkeys,The Ultracheese,I've done some things that I _____ have done,SHOULDNT,I've done some things that I shouldn't have done,Medium,AM Modern
Arctic Monkeys,I Ain't Quite Where I Think I Am,Freaky keyboard _____,PATCHES,Freaky keyboard patches,Hard,AM Modern
Arctic Monkeys,Sculptures of Anything Goes,Blank canvas white _____,NOISE,Blank canvas white noise,Hard,AM Modern
Arctic Monkeys,Jet Skis on the Moat,Is there _____ on your mind?,SOMETHING,Is there something on your mind?,Extreme,AM Modern
Arctic Monkeys,Big Ideas,The orchestra's got us all _____,SURROUNDED,The orchestra's got us all surrounded,Hard,AM Modern
Arctic Monkeys,Hello You,I could pass for 17 if I just had a _____,SHAVE,I could pass for 17 if I just had a shave,Hard,AM Modern
Arctic Monkeys,Mr Schwartz,A little bit of Mr. _____ in the middle of a dream,SCHWARTZ,A little bit of Mr. Schwartz in the middle of a dream,Extreme,AM Modern
Arctic Monkeys,Perfect Sense,And if that's what it takes to say _____,GOODNIGHT,And if that's what it takes to say goodnight,Medium,AM Modern
Arctic Monkeys,Stickin To The Floor,Not one of you has got an ounce of _____ in ya,STYLE,Not one of you has got an ounce of style in ya,Hard,AM B-Side
Arctic Monkeys,Matador,The _____ of snakes,CIRCLE,The circle of snakes,Extreme,AM B-Side
Arctic Monkeys,Nettles,He's got a head like a _____,NETTLE,He's got a head like a nettle,Extreme,AM B-Side
Arctic Monkeys,Joining the Dots,If you're gonna try and walk on _____,WATER,If you're gonna try and walk on water,Extreme,AM B-Side
Arctic Monkeys,The Afternoon's Hat,_____ his exit was like falling off the ferry,WATCHING,Watching his exit was like falling off the ferry,Extreme,AM B-Side
Arctic Monkeys,Fright Lined Dining Room,The clock's on the wall They're not _____ at all,WORKING,The clock's on the wall They're not working at all,Extreme,AM B-Side
Arctic Monkeys,Don't Forget Whose Legs You're On,The sky's a _____ blue orchid,PALE,The sky's a pale blue orchid,Extreme,AM B-Side
Arctic Monkeys,Plastic Tramp,He's a _____ tramp,PLASTIC,He's a plastic tramp,Extreme,AM B-Side
Arctic Monkeys,Red Lights Indicate Doors Are Secure,I've been for breakfast at the _____ Hotel,HEARTBREAK,I've been for breakfast at the Heartbreak Hotel,Medium,AM Core
Arctic Monkeys,Riot Van,And you're _____ to bore me baby,STARTING,And you're starting to bore me baby,Medium,AM Core
Arctic Monkeys,From the Ritz to the Rubble,Well the _____ was complete where there were tears on the steering wheel,MORNING,Well the morning was complete where there were tears on the steering wheel,Hard,AM Core
Arctic Monkeys,D Is For Dangerous,He knew what he wanted and he _____ out and got it,WENT,He knew what he wanted and he went out and got it,Medium,AM Core
Arctic Monkeys,Balaclava,It's the same old _____,STORY,It's the same old story,Hard,AM Core
Arctic Monkeys,The Bad Thing,Do the _____ in the Devil's lair,MACARENA,Do the Macarena in the Devil's lair,Extreme,AM Core
Arctic Monkeys,Old Yellow Bricks,Houdini love you don't know what you're _____ away from,RUNNING,Houdini love you don't know what you're running away from,Medium,AM Core
Arctic Monkeys,She's Thunderstorms,Lying on her _____ up against the wall,FRONT,Lying on her front up against the wall,Medium,AM Core
Arctic Monkeys,Reckless Serenade,When she laughs the heavens hum A stun gun _____,LULLABY,When she laughs the heavens hum A stun gun lullaby,Hard,AM Core
Arctic Monkeys,Brianstorm,Top marks for not _____,TRYING,Top marks for not trying,Easy,AM Core
Arctic Monkeys,My Propeller,_____ the beak of a bald eagle,BORROW,Borrow the beak of a bald eagle,Hard,AM Core
Arctic Monkeys,Black Treacle,You _____ like you've been for breakfast at the Heartbreak Hotel,LOOK,You look like you've been for breakfast at the Heartbreak Hotel,Medium,AM Core
Arctic Monkeys,Suck It And See,You're rarer than a can of Dandelion and _____,BURDOCK,You're rarer than a can of Dandelion and Burdock,Medium,AM Core
Arctic Monkeys,One For The Road,So we all go back to _____ and you help me solve my problems,YOURS,So we all go back to yours and you help me solve my problems,Medium,AM Core
Arctic Monkeys,Arabella,Wraps her lips around a _____ Coke,MEXICAN,Wraps her lips around a Mexican Coke,Hard,AM Core
Arctic Monkeys,Fireside,And I can't manage to make it through the day _____ thinking of you lately,WITHOUT,And I can't manage to make it through the day without thinking of you lately,Hard,AM Core
Arctic Monkeys,Knee Socks,When the zero line comes a-_____,KNOCKING,When the zero line comes a-knocking,Hard,AM Core
Arctic Monkeys,Science Fiction,I've got the world on a _____,WIRE,I've got the world on a wire,Hard,AM Modern
Arctic Monkeys,Star Treatment,Maybe I was a _____ too wild in the 70s,LITTLE,Maybe I was a little too wild in the 70s,Hard,AM Modern
Arctic Monkeys,One Point Perspective,I've been thinking of _____ that I shouldn't have been,THINGS,I've been thinking of things that I shouldn't have been,Medium,AM Modern
Arctic Monkeys,American Sports,The training is over and the real stuff _____,BEGINS,The training is over and the real stuff begins,Hard,AM Modern
Arctic Monkeys,The Car,_____ about how it used to be,THINKING,Thinking about how it used to be,Hard,AM Modern
Arctic Monkeys,Body Paint,_____ from the cover of a magazine,STRAIGHT,Straight from the cover of a magazine,Hard,AM Modern
Arctic Monkeys,Mr Schwartz,He's got the world on a _____,STRING,He's got the world on a string,Extreme,AM Modern
Arctic Monkeys,Big Ideas,The band was f-ing _____ and I'm not sorry,WANK,The band was f-ing wank and I'm not sorry,Hard,AM Modern
Arctic Monkeys,Hello You,I could pass for 17 if I just had a _____,SHAVE,I could pass for 17 if I just had a shave,Hard,AM Modern
Arctic Monkeys,Perfect Sense,And if that's what it takes to say _____,GOODNIGHT,And if that's what it takes to say goodnight,Medium,AM Modern
Arctic Monkeys,Da Frame 2R,I'm the king of the _____,ROAD,I'm the king of the road,Extreme,AM B-Side
Arctic Monkeys,Sketchead,He's a _____ head,SKETCH,He's a sketch head,Extreme,AM B-Side
Arctic Monkeys,Too Much To Ask,The best you ever had is just a _____,MEMORY,The best you ever had is just a memory,Hard,AM B-Side
Arctic Monkeys,Temptation Greets You Like Your Naughty Friend,A bit of a mess but I'm _____ there,GETTING,A bit of a mess but I'm getting there,Hard,AM B-Side
Arctic Monkeys,What If You Were Right The First Time?,I'm not sure if I want to _____,KNOW,I'm not sure if I want to know,Extreme,AM B-Side
Arctic Monkeys,7,I'm the _____ of the world,KING,I'm the king of the world,Extreme,AM B-Side
Arctic Monkeys,Baby I'm Yours,I'll be _____ until the stars fall from the sky,YOURS,I'll be yours until the stars fall from the sky,Medium,AM B-Side
Arctic Monkeys,Bad Woman,She's a bad _____ but I love her,WOMAN,She's a bad woman but I love her,Extreme,AM B-Side
Arctic Monkeys,Cigarette Smoker Fiona,I'm a _____ smoker Fiona,CIGARETTE,I'm a cigarette smoker Fiona,Hard,AM B-Side
Arctic Monkeys,Electricity,_____ the one for me,YOURE,You're the one for me,Extreme,AM B-Side
Arctic Monkeys,Nettles,He's got a head like a _____,NETTLE,He's got a head like a nettle,Extreme,AM B-Side
Arctic Monkeys,Red Right Hand,He's got a red right _____,HAND,He's got a red right hand,Hard,AM B-Side
Arctic Monkeys,Stop The World I Wanna Get Off With You,I'm _____ to change your mind,TRYING,I'm trying to change your mind,Hard,AM B-Side
Arctic Monkeys,You're So Dark,I saw you _____ your Prius,DRIVING,I saw you driving your Prius,Extreme,AM B-Side
Arctic Monkeys,The Afternoon's Hat,Watching his _____ was like falling off the ferry,EXIT,Watching his exit was like falling off the ferry,Extreme,AM B-Side
Arctic Monkeys,Joining the Dots,If you're gonna try and walk on _____,WATER,If you're gonna try and walk on water,Extreme,AM B-Side
Arctic Monkeys,Don't Forget Whose Legs You're On,The sky's a pale blue _____,ORCHID,The sky's a pale blue orchid,Extreme,AM B-Side
Arctic Monkeys,Fright Lined Dining Room,The _____ on the wall,CLOCKS,The clock's on the wall,Extreme,AM B-Side
Arctic Monkeys,Little Illusion Machine,I'm a little _____ machine,ILLUSION,I'm a little illusion machine,Extreme,AM B-Side
Arctic Monkeys,Matador,The _____ of snakes,CIRCLE,The circle of snakes,Extreme,AM B-Side
Arctic Monkeys,Anyways,I'm just _____ about you,THINKING,I'm just thinking about you,Hard,AM Modern
Arctic Monkeys,The Ultracheese,I've done some _____ that I shouldn't have done,THINGS,I've done some things that I shouldn't have done,Medium,AM Modern
Arctic Monkeys,Science Fiction,I've got the _____ on a wire,WORLD,I've got the world on a wire,Hard,AM Modern
Arctic Monkeys,One Point Perspective,_____ in my underpants,DANCING,Dancing in my underpants,Medium,AM Modern
Arctic Monkeys,American Sports,Emergency _____ pack,BATTERY,Emergency battery pack,Hard,AM Modern
Arctic Monkeys,Golden Trunks,The king of the _____-shift,NIGHT,The king of the night-shift,Extreme,AM Modern
Arctic Monkeys,Star Treatment,I just wanted to be one of the _____,STROKES,I just wanted to be one of the Strokes,Hard,AM Modern
Arctic Monkeys,Four Out Of Five,I put a _____ on the roof,TAQUERIA,I put a taqueria on the roof,Hard,AM Modern
Arctic Monkeys,There'd Better Be a Mirrorball,Don't get _____ that ain't like you,EMOTIONAL,Don't get emotional that ain't like you,Medium,AM Modern
Arctic Monkeys,Body Paint,There's still a _____ of body paint on your legs and on your arms,TRACE,There's still a trace of body paint on your legs and on your arms,Hard,AM Modern
Arctic Monkeys,The Car,Thinking about how it _____ to be,USED,Thinking about how it used to be,Hard,AM Modern
Arctic Monkeys,Big Ideas,The _____ got us all surrounded,ORCHESTRAS,The orchestra's got us all surrounded,Hard,AM Modern
